# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,
260,12/01/2021,1,230,70,70,120,69,63,0,0,10,14,10063,50,8,95,7,0,1,0,0,0
260,12/01/2021,2,240,60,60,130,71,65,0,0,10,15,10055,46,8,95,7,0,1,0,0,0
260,12/01/2021,3,250,50,50,100,77,72,0,0,10,29,10050,57,8,96,7,0,1,0,0,0
260,12/01/2021,4,250,40,40,90,79,73,0,0,10,34,10040,57,8,96,7,0,1,0,0,0
260,12/01/2021,5,260,50,50,100,82,75,0,0,10,33,10033,60,8,95,7,0,1,0,0,0
260,12/01/2021,6,280,50,40,90,78,69,0,0,10,20,10033,63,8,94,7,0,1,0,0,0
260,12/01/2021,7,290,30,30,90,74,60,0,0,7,3,10038,65,8,91,7,0,1,0,0,0
260,12/01/2021,8,330,30,40,80,66,58,0,0,0,-1,10049,65,8,94,7,0,1,0,0,0
260,12/01/2021,9,330,40,30,80,60,48,2,11,0,-1,10063,65,8,91,7,0,1,0,0,0
260,12/01/2021,10,320,30,40,80,60,39,0,23,0,0,10074,70,8,86,5,0,0,0,0,0
260,12/01/2021,11,320,40,40,100,63,34,5,58,2,1,10086,70,7,81,7,0,1,0,0,0
260,12/01/2021,12,320,50,40,100,60,2,7,76,0,-1,10089,80,3,66,7,0,1,0,0,0
260,12/01/2021,13,300,50,50,100,68,-10,10,89,0,0,10092,82,1,57,5,0,0,0,0,0
260,12/01/2021,14,300,40,40,100,67,2,8,62,0,0,10097,80,3,63,5,0,0,0,0,0
260,12/01/2021,15,290,40,30,130,44,20,7,25,2,2,10107,70,4,84,7,0,1,0,0,0
260,12/01/2021,16,300,30,30,120,39,20,2,14,2,8,10118,70,4,87,7,0,1,0,0,0
260,12/01/2021,17,320,20,20,70,33,15,0,0,0,0,10125,70,1,87,5,0,0,0,0,0
260,12/01/2021,18,310,20,20,30,24,12,0,0,0,0,10136,65,0,91,7,0,0,0,0,0
260,12/01/2021,19,280,20,20,40,12,-1,0,0,0,0,10143,65,0,91,5,0,0,0,0,0
260,12/01/2021,20,270,20,20,40,20,-2,0,0,0,0,10150,70,2,84,5,0,0,0,0,0
260,12/01/2021,21,270,20,20,40,28,-4,0,0,0,0,10154,74,1,79,5,0,0,0,0,0
260,12/01/2021,22,300,30,30,80,34,2,0,0,0,0,10160,75,4,79,5,0,0,0,0,0
260,12/01/2021,23,260,20,20,60,25,0,0,0,0,0,10164,70,0,83,5,0,0,0,0,0
260,12/01/2021,24,240,30,30,50,23,0,0,0,0,0,10165,70,1,84,5,0,0,0,0,0
260,13/01/2021,1,260,30,20,90,24,12,0,0,4,1,10163,65,7,91,7,0,1,0,0,0
260,13/01/2021,2,260,30,40,60,29,3,0,0,0,-1,10163,70,5,83,7,0,1,0,0,0
260,13/01/2021,3,270,30,30,60,31,14,0,0,2,5,10167,47,8,88,7,0,1,0,0,0
260,13/01/2021,4,270,30,30,80,35,16,0,0,0,-1,10166,70,8,87,7,0,1,0,0,0
260,13/01/2021,5,270,40,30,70,38,6,0,0,0,0,10162,74,8,79,5,0,0,0,0,0
260,13/01/2021,6,270,30,40,70,39,3,0,0,0,0,10161,75,8,77,7,0,0,0,0,0
260,13/01/2021,7,270,30,30,70,38,-1,0,0,0,0,10159,75,8,75,5,0,0,0,0,0
260,13/01/2021,8,250,30,40,70,37,0,0,1,0,0,10159,75,8,77,5,0,0,0,0,0
260,13/01/2021,9,260,30,40,80,46,3,8,24,0,0,10158,75,8,73,5,0,0,0,0,0
260,13/01/2021,10,260,40,40,80,50,6,8,44,0,0,10158,73,6,73,5,0,0,0,0,0
260,13/01/2021,11,280,40,40,80,54,7,8,67,0,0,10157,75,4,71,5,0,0,0,0,0
260,13/01/2021,12,290,50,50,100,60,3,3,65,0,0,10153,80,7,67,5,0,0,0,0,0
260,13/01/2021,13,270,50,50,100,55,-4,5,55,0,0,10146,78,4,65,5,0,0,0,0,0
260,13/01/2021,14,270,50,50,90,53,1,7,56,0,0,10143,80,8,69,5,0,0,0,0,0
260,13/01/2021,15,270,40,40,90,50,4,3,17,0,0,10143,75,8,72,5,0,0,0,0,0
260,13/01/2021,16,270,40,40,80,49,10,0,3,0,0,10142,75,8,76,5,0,0,0,0,0
260,13/01/2021,17,270,30,30,70,46,16,0,0,0,-1,10139,75,8,80,7,0,1,0,0,0
260,13/01/2021,18,280,30,30,70,44,23,0,0,0,0,10139,70,8,85,7,0,0,0,0,0
260,13/01/2021,19,280,20,20,50,45,24,0,0,0,0,10144,70,8,86,5,0,0,0,0,0
260,13/01/2021,20,280,20,30,50,49,20,0,0,0,-1,10146,70,8,81,7,0,1,0,0,0
260,13/01/2021,21,330,30,40,90,46,30,0,0,5,2,10153,60,8,89,7,0,1,0,0,0
260,13/01/2021,22,340,20,20,60,42,28,0,0,0,-1,10161,70,8,90,7,0,1,0,0,0
260,13/01/2021,23,360,20,20,60,40,7,0,0,0,0,10171,73,8,78,5,0,0,0,0,0
260,13/01/2021,24,360,20,20,50,36,-9,0,0,0,0,10175,75,8,72,7,0,0,0,0,0
260,14/01/2021,1,10,10,20,30,33,-14,0,0,0,0,10176,75,8,71,5,0,0,0,0,0
260,14/01/2021,2,360,20,20,30,28,-13,0,0,0,0,10181,75,8,74,5,0,0,0,0,0
260,14/01/2021,3,310,10,10,20,15,-5,0,0,0,0,10184,70,8,86,5,0,0,0,0,0
260,14/01/2021,4,320,10,10,20,5,-6,0,0,0,0,10186,65,8,91,5,0,0,0,0,0
260,14/01/2021,5,20,10,10,20,2,-5,0,0,0,0,10187,65,8,95,5,0,0,0,0,0
260,14/01/2021,6,40,20,10,20,7,-7,0,0,0,0,10191,70,8,90,5,0,0,0,0,0
260,14/01/2021,7,70,10,10,20,4,-7,0,0,0,0,10195,65,8,92,5,0,0,0,0,0
260,14/01/2021,8,70,20,20,30,10,-9,0,0,0,0,10199,70,8,87,5,0,0,0,0,0
260,14/01/2021,9,80,20,30,40,15,-9,0,10,0,0,10204,70,8,84,5,0,0,0,0,0
260,14/01/2021,10,90,30,40,60,19,-13,0,24,0,0,10206,75,8,79,5,0,0,0,0,0
260,14/01/2021,11,110,40,40,70,21,-14,0,45,0,0,10203,75,8,77,5,0,0,0,0,0
260,14/01/2021,12,100,40,50,80,23,-17,0,51,0,0,10199,75,8,75,5,0,0,0,0,0
260,14/01/2021,13,100,50,50,80,22,-19,0,47,0,0,10195,75,8,74,5,0,0,0,0,0
260,14/01/2021,14,90,50,50,70,21,-19,3,42,0,0,10192,75,8,74,5,0,0,0,0,0
260,14/01/2021,15,80,50,60,90,19,-26,10,29,0,0,10193,75,8,71,5,0,0,0,0,0
260,14/01/2021,16,90,50,50,80,17,-24,2,6,0,0,10196,75,8,74,5,0,0,0,0,0
260,14/01/2021,17,70,50,50,80,13,-23,0,0,0,0,10199,75,8,77,5,0,0,0,0,0
260,14/01/2021,18,70,50,50,80,11,-20,0,0,0,0,10204,75,8,79,5,0,0,0,0,0
260,14/01/2021,19,70,40,40,80,8,-22,0,0,0,0,10211,75,8,80,5,0,0,0,0,0
260,14/01/2021,20,60,40,40,70,0,-23,0,0,0,0,10215,70,8,84,5,0,0,0,0,0
260,14/01/2021,21,50,40,40,60,-1,-24,0,0,0,0,10221,70,8,84,5,0,0,0,0,0
260,14/01/2021,22,40,40,30,60,-4,-21,0,0,0,0,10228,66,8,88,5,0,0,0,0,0
260,14/01/2021,23,40,40,40,60,-5,-23,0,0,0,0,10234,67,8,87,5,0,0,0,0,0
260,14/01/2021,24,40,40,40,70,-6,-31,0,0,0,0,10238,70,8,83,5,0,0,0,0,0
260,15/01/2021,1,40,40,30,60,-4,-37,0,0,0,0,10243,75,8,78,5,0,0,0,0,0
260,15/01/2021,2,10,20,20,50,0,-33,0,0,0,0,10250,75,8,78,5,0,0,0,0,0
260,15/01/2021,3,360,30,20,40,5,-34,0,0,0,0,10254,75,8,75,5,0,0,0,0,0
260,15/01/2021,4,360,20,20,40,8,-35,0,0,0,0,10258,75,8,73,5,0,0,0,0,0
260,15/01/2021,5,10,20,20,40,9,-32,0,0,0,0,10262,75,8,74,5,0,0,0,0,0
260,15/01/2021,6,10,20,20,50,12,-32,0,0,0,0,10268,75,8,72,5,0,0,0,0,0
260,15/01/2021,7,30,20,20,50,15,-36,0,0,0,0,10274,80,8,68,5,0,0,0,0,0
260,15/01/2021,8,330,20,10,40,10,-31,0,0,0,0,10279,75,8,73,5,0,0,0,0,0
260,15/01/2021,9,330,10,20,30,14,-30,0,5,0,0,10287,75,8,72,5,0,0,0,0,0
260,15/01/2021,10,320,20,10,30,14,-22,0,9,0,0,10294,75,8,77,5,0,0,0,0,0
260,15/01/2021,11,290,10,10,20,15,-18,0,11,0,0,10298,75,8,78,5,0,0,0,0,0
260,15/01/2021,12,320,10,10,30,21,-18,0,18,0,0,10297,75,8,75,5,0,0,0,0,0
260,15/01/2021,13,10,20,10,30,22,-18,0,16,0,0,10296,75,8,74,5,0,0,0,0,0
260,15/01/2021,14,290,10,10,20,22,-17,0,12,0,0,10296,71,8,75,5,0,0,0,0,0
260,15/01/2021,15,0,10,0,20,23,-14,0,9,0,0,10297,75,8,76,5,0,0,0,0,0
260,15/01/2021,16,0,10,0,20,15,-10,0,2,0,0,10299,70,8,83,5,0,0,0,0,0
260,15/01/2021,17,40,0,10,10,8,-9,0,0,0,0,10300,67,8,88,5,0,0,0,0,0
260,15/01/2021,18,190,10,10,20,9,-11,0,0,0,0,10300,67,8,86,5,0,0,0,0,0
260,15/01/2021,19,140,10,10,20,8,-8,0,0,0,0,10303,66,8,89,5,0,0,0,0,0
260,15/01/2021,20,190,10,10,20,7,-10,0,0,0,0,10305,65,8,88,5,0,0,0,0,0
260,15/01/2021,21,200,10,20,20,14,-15,0,0,0,0,10305,70,8,81,5,0,0,0,0,0
260,15/01/2021,22,200,20,20,40,15,-16,0,0,0,0,10305,70,8,80,5,0,0,0,0,0
260,15/01/2021,23,200,20,20,30,14,-15,0,0,0,0,10300,69,8,81,5,0,0,0,0,0
260,15/01/2021,24,200,20,10,30,12,-13,0,0,0,0,10297,68,8,83,5,0,0,0,0,0
260,16/01/2021,1,200,20,20,30,14,-12,0,0,0,0,10295,70,8,83,5,0,0,0,0,0
260,16/01/2021,2,200,20,20,30,15,-13,0,0,0,0,10290,70,8,82,5,0,0,0,0,0
260,16/01/2021,3,210,20,20,40,14,-11,0,0,0,0,10287,70,8,83,5,0,0,0,0,0
260,16/01/2021,4,190,20,20,40,17,-12,0,0,0,0,10280,70,8,81,5,0,0,0,0,0
260,16/01/2021,5,190,20,30,50,17,-17,0,0,0,0,10274,75,8,78,5,0,0,0,0,0
260,16/01/2021,6,190,20,20,50,15,-17,0,0,0,0,10268,75,8,79,5,0,0,0,0,0
260,16/01/2021,7,210,30,30,50,18,-28,0,0,0,0,10264,75,8,71,5,0,0,0,0,0
260,16/01/2021,8,230,30,40,80,18,-34,0,1,0,0,10260,80,8,68,5,0,0,0,0,0
260,16/01/2021,9,210,30,30,60,18,-32,0,9,0,0,10255,78,8,69,5,0,0,0,0,0
260,16/01/2021,10,200,40,40,70,19,-30,0,21,0,0,10253,72,8,69,5,0,0,0,0,0
260,16/01/2021,11,200,40,50,70,19,-30,0,26,0,0,10245,74,8,70,5,0,0,0,0,0
260,16/01/2021,12,190,40,40,70,19,-30,0,26,0,0,10232,78,8,69,5,0,0,0,0,0
260,16/01/2021,13,190,50,50,90,19,-39,0,20,0,0,10218,80,8,65,5,0,0,0,0,0
260,16/01/2021,14,190,60,60,100,16,-44,0,12,0,0,10205,82,8,64,5,0,0,0,0,0
260,16/01/2021,15,180,60,60,130,-5,-20,0,6,5,2,10199,18,8,89,7,0,0,1,0,0
260,16/01/2021,16,160,50,50,110,-8,-12,0,2,10,7,10189,13,8,96,7,0,0,1,0,0
260,16/01/2021,17,160,50,50,80,-9,-11,0,0,10,8,10180,16,8,98,7,0,0,1,0,0
260,16/01/2021,18,160,40,40,80,-9,-11,0,0,10,5,10174,15,8,98,7,0,0,1,0,0
260,16/01/2021,19,160,40,40,70,-8,-10,0,0,10,5,10172,24,8,98,7,0,0,1,0,0
260,16/01/2021,20,170,40,40,70,-5,-8,0,0,0,-1,10168,35,8,97,7,0,1,1,0,1
260,16/01/2021,21,180,30,40,60,-3,-9,0,0,0,-1,10165,50,8,95,7,0,1,1,0,1
260,16/01/2021,22,170,30,30,60,-2,-9,0,0,0,0,10161,50,8,95,7,0,0,0,0,0
260,16/01/2021,23,180,30,30,60,-2,-8,0,0,1,2,10157,42,8,95,7,0,1,1,0,1
260,16/01/2021,24,180,30,30,50,-1,-8,0,0,0,0,10151,39,8,94,7,0,0,0,0,0
260,17/01/2021,1,180,30,30,50,0,-4,0,0,5,2,10149,17,8,96,7,0,1,0,0,0
260,17/01/2021,2,170,30,30,50,2,-1,0,0,5,2,10145,14,8,98,7,0,1,0,0,0
260,17/01/2021,3,180,30,20,50,4,1,0,0,4,4,10145,14,8,97,7,0,1,0,0,0
260,17/01/2021,4,170,20,20,40,5,3,0,0,5,3,10144,20,8,98,7,0,1,0,0,0
260,17/01/2021,5,170,20,10,40,6,3,0,0,0,-1,10145,16,8,98,7,0,1,0,0,0
260,17/01/2021,6,170,10,10,20,5,3,0,0,0,0,10147,10,8,98,7,0,0,0,0,0
260,17/01/2021,7,210,10,10,20,6,3,0,0,0,0,10152,11,8,98,7,1,0,0,0,0
260,17/01/2021,8,250,10,10,20,6,3,0,1,0,-1,10158,13,8,98,7,1,1,0,0,0
260,17/01/2021,9,280,20,20,30,33,32,0,8,0,0,10168,50,8,98,7,0,0,0,0,0
260,17/01/2021,10,270,20,20,40,47,38,0,27,0,0,10177,60,8,94,5,0,0,0,0,0
260,17/01/2021,11,290,20,20,50,55,43,3,54,0,-1,10182,59,8,91,7,0,1,0,0,0
260,17/01/2021,12,300,20,30,60,69,47,5,70,0,-1,10185,66,1,85,7,0,1,0,0,0
260,17/01/2021,13,310,30,40,70,78,44,8,92,0,0,10186,66,3,79,5,0,0,0,0,0
260,17/01/2021,14,300,30,40,70,74,43,2,37,0,0,10192,64,8,81,5,0,0,0,0,0
260,17/01/2021,15,340,40,50,100,59,38,3,24,0,-1,10203,60,8,86,7,0,1,0,0,0
260,17/01/2021,16,300,30,20,60,54,43,0,3,9,11,10208,65,8,92,7,0,1,0,0,0
260,17/01/2021,17,270,10,10,40,46,40,0,0,0,-1,10214,62,8,95,7,0,1,0,0,0
260,17/01/2021,18,260,20,10,40,43,37,0,0,0,0,10221,59,8,96,7,0,0,0,0,0
260,17/01/2021,19,270,20,20,40,43,33,0,0,0,0,10225,60,6,93,5,0,0,0,0,0
260,17/01/2021,20,260,20,20,50,49,39,0,0,0,0,10226,61,8,93,5,0,0,0,0,0
260,17/01/2021,21,260,20,20,40,44,34,0,0,0,0,10229,61,8,93,5,0,0,0,0,0
260,17/01/2021,22,250,20,20,40,34,27,0,0,0,0,10228,61,1,95,5,0,0,0,0,0
260,17/01/2021,23,230,20,20,30,28,23,0,0,0,0,10232,60,5,96,5,0,0,0,0,0
260,17/01/2021,24,230,20,30,40,24,18,0,0,0,0,10230,61,5,95,5,0,0,0,0,0
260,18/01/2021,1,230,30,30,50,30,19,0,0,0,0,10226,65,5,92,5,0,0,0,0,0
260,18/01/2021,2,230,20,20,40,25,15,0,0,0,0,10225,65,8,93,5,0,0,0,0,0
260,18/01/2021,3,230,30,30,50,30,19,0,0,0,0,10225,64,8,92,5,0,0,0,0,0
260,18/01/2021,4,230,20,20,50,31,23,0,0,0,0,10221,62,8,94,5,0,0,0,0,0
260,18/01/2021,5,230,30,40,60,36,29,0,0,0,0,10219,60,8,95,5,0,0,0,0,0
260,18/01/2021,6,220,30,30,60,39,31,0,0,0,0,10216,60,8,94,5,0,0,0,0,0
260,18/01/2021,7,220,40,40,70,39,30,0,0,0,0,10212,59,8,94,7,0,0,0,0,0
260,18/01/2021,8,240,40,40,70,44,32,0,1,0,0,10216,61,8,92,5,0,0,0,0,0
260,18/01/2021,9,220,40,40,80,46,36,0,6,0,0,10214,61,8,93,5,0,0,0,0,0
260,18/01/2021,10,220,40,50,80,51,39,0,25,0,-1,10209,63,8,91,7,0,1,0,0,0
260,18/01/2021,11,230,50,50,90,55,38,0,35,0,0,10207,66,8,88,5,0,0,0,0,0
260,18/01/2021,12,230,50,40,90,57,40,0,27,0,0,10204,66,8,88,7,0,0,0,0,0
260,18/01/2021,13,230,50,50,90,63,42,0,27,0,-1,10197,65,8,86,7,0,1,0,0,0
260,18/01/2021,14,230,40,40,80,63,42,0,17,0,-1,10192,67,8,86,7,0,1,0,0,0
260,18/01/2021,15,230,40,40,80,62,35,2,17,0,-1,10188,70,7,82,7,0,1,0,0,0
260,18/01/2021,16,230,50,40,100,57,36,0,2,1,1,10187,70,8,86,7,0,1,0,0,0
260,18/01/2021,17,240,40,50,100,58,39,0,0,1,1,10188,69,8,87,7,0,1,0,0,0
260,18/01/2021,18,230,40,30,80,54,38,0,0,0,0,10186,70,8,89,7,0,0,0,0,0
260,18/01/2021,19,220,40,40,80,53,40,0,0,0,-1,10181,62,8,91,7,0,1,0,0,0
260,18/01/2021,20,220,50,50,90,52,38,0,0,0,0,10177,65,7,90,5,0,0,0,0,0
260,18/01/2021,21,220,50,60,90,53,37,0,0,0,0,10172,67,8,89,7,0,0,0,0,0
260,18/01/2021,22,220,50,50,90,50,37,0,0,0,0,10165,64,8,90,5,0,0,0,0,0
260,18/01/2021,23,210,50,50,80,55,42,0,0,0,0,10157,61,8,91,5,0,0,0,0,0
260,18/01/2021,24,210,60,60,100,59,39,0,0,0,0,10148,66,8,87,7,0,0,0,0,0
260,19/01/2021,1,200,70,60,110,57,29,0,0,0,0,10135,70,8,82,5,0,0,0,0,0
260,19/01/2021,2,200,60,50,110,54,31,0,0,0,-1,10120,65,8,84,7,0,1,0,0,0
260,19/01/2021,3,190,60,60,110,48,32,0,0,9,5,10105,62,8,89,7,0,1,0,0,0
260,19/01/2021,4,200,60,60,130,46,35,0,0,10,14,10090,63,8,92,7,0,1,0,0,0
260,19/01/2021,5,200,60,60,120,48,42,0,0,10,16,10075,56,8,95,7,0,1,0,0,0
260,19/01/2021,6,190,70,70,120,54,45,0,0,10,21,10058,60,8,94,7,0,1,0,0,0
260,19/01/2021,7,210,70,80,130,61,52,0,0,10,26,10043,57,8,93,7,0,1,0,0,0
260,19/01/2021,8,220,80,80,160,68,58,0,0,10,24,10034,56,8,93,7,0,1,0,0,0
260,19/01/2021,9,230,90,80,160,74,66,0,2,10,21,10031,40,8,94,7,0,1,0,0,0
260,19/01/2021,10,230,80,80,150,79,73,0,7,10,14,10031,44,8,95,7,0,1,0,0,0
260,19/01/2021,11,240,70,70,130,95,90,0,8,10,8,10033,34,8,96,7,0,1,0,0,0
260,19/01/2021,12,240,70,80,130,99,91,0,10,9,4,10034,45,8,94,7,0,1,0,0,0
260,19/01/2021,13,240,70,70,150,102,86,0,13,0,-1,10037,66,8,89,7,0,1,0,0,0
260,19/01/2021,14,240,80,70,170,103,85,0,11,0,-1,10038,67,8,88,7,0,1,0,0,0
260,19/01/2021,15,240,80,80,170,100,81,2,15,5,3,10040,70,8,87,7,0,1,0,0,0
260,19/01/2021,16,240,80,90,170,98,73,0,3,0,0,10044,70,8,84,5,0,0,0,0,0
260,19/01/2021,17,230,80,80,160,97,70,0,0,0,0,10044,70,8,82,5,0,0,0,0,0
260,19/01/2021,18,220,70,70,130,93,67,0,0,0,0,10044,70,8,83,7,0,0,0,0,0
260,19/01/2021,19,220,80,70,170,91,62,0,0,0,-1,10042,70,8,82,7,0,1,0,0,0
260,19/01/2021,20,210,80,70,150,86,61,0,0,0,-1,10039,70,8,84,7,0,1,0,0,0
260,19/01/2021,21,200,80,70,140,79,54,0,0,0,0,10031,70,8,84,7,0,0,0,0,0
260,19/01/2021,22,200,70,70,130,74,50,0,0,0,0,10026,70,8,84,5,0,0,0,0,0
260,19/01/2021,23,200,80,80,140,74,49,0,0,0,0,10019,70,8,84,5,0,0,0,0,0
260,19/01/2021,24,200,60,60,130,73,47,0,0,0,-1,10013,70,8,83,7,0,1,0,0,0
260,20/01/2021,1,200,70,70,120,72,42,0,0,0,-1,10006,70,8,81,7,0,1,0,0,0
260,20/01/2021,2,190,60,60,120,69,44,0,0,0,0,10003,70,8,83,5,0,0,0,0,0
260,20/01/2021,3,200,60,60,130,70,50,0,0,0,-1,9994,66,8,87,7,0,1,0,0,0
260,20/01/2021,4,190,60,60,120,74,49,0,0,0,-1,9990,70,8,84,7,0,1,0,0,0
260,20/01/2021,5,200,70,70,130,77,49,0,0,0,0,9982,70,8,82,5,0,0,0,0,0
260,20/01/2021,6,190,60,60,120,80,49,0,0,0,0,9978,75,8,80,7,0,0,0,0,0
260,20/01/2021,7,200,60,70,120,82,48,0,0,0,0,9974,75,8,78,5,0,0,0,0,0
260,20/01/2021,8,190,60,70,120,84,54,0,0,0,0,9973,70,8,81,5,0,0,0,0,0
260,20/01/2021,9,190,60,60,120,82,55,0,9,0,0,9972,70,8,83,5,0,0,0,0,0
260,20/01/2021,10,200,60,70,120,90,46,0,13,0,0,9969,75,8,74,5,0,0,0,0,0
260,20/01/2021,11,190,70,60,120,92,40,0,24,0,0,9963,80,8,69,5,0,0,0,0,0
260,20/01/2021,12,190,70,70,120,95,31,2,42,0,-1,9957,83,8,64,7,0,1,0,0,0
260,20/01/2021,13,180,60,60,110,94,34,0,24,0,-1,9949,80,8,66,7,0,1,0,0,0
260,20/01/2021,14,170,60,50,110,94,35,0,27,0,-1,9938,80,8,66,7,0,1,0,0,0
260,20/01/2021,15,170,60,50,110,97,33,0,17,0,0,9933,83,8,64,7,0,0,0,0,0
260,20/01/2021,16,180,60,60,100,94,27,2,6,0,0,9930,83,8,62,5,0,0,0,0,0
260,20/01/2021,17,180,60,60,110,96,21,0,0,0,0,9925,83,8,59,5,0,0,0,0,0
260,20/01/2021,18,180,60,60,110,97,20,0,0,0,0,9920,83,8,58,7,0,0,0,0,0
260,20/01/2021,19,180,70,70,120,102,24,0,0,0,0,9914,83,8,58,5,0,0,0,0,0
260,20/01/2021,20,190,70,70,130,106,28,0,0,0,0,9909,83,8,58,5,0,0,0,0,0
260,20/01/2021,21,180,80,90,130,104,41,0,0,0,-1,9901,83,8,64,7,0,1,0,0,0
260,20/01/2021,22,170,60,60,130,98,49,0,0,0,-1,9888,75,8,71,7,0,1,0,0,0
260,20/01/2021,23,170,70,70,110,102,52,0,0,0,-1,9876,75,8,71,7,0,1,0,0,0
260,20/01/2021,24,170,70,70,120,108,51,0,0,0,0,9857,80,8,67,7,0,0,0,0,0
260,21/01/2021,1,170,80,80,140,111,52,0,0,0,-1,9838,80,8,66,7,0,1,0,0,0
260,21/01/2021,2,180,80,90,150,113,53,0,0,5,5,9825,80,8,66,7,0,1,0,0,0
260,21/01/2021,3,190,100,120,190,114,62,0,0,0,-1,9816,68,8,70,7,0,1,0,0,0
260,21/01/2021,4,230,110,100,220,60,43,0,0,9,29,9833,37,8,88,7,0,1,0,0,0
260,21/01/2021,5,230,90,100,190,77,36,0,0,5,1,9847,75,8,75,7,0,1,0,0,0
260,21/01/2021,6,230,90,80,180,68,24,0,0,0,-1,9866,71,7,73,7,0,1,0,0,0
260,21/01/2021,7,220,80,80,150,61,14,0,0,0,-1,9880,75,4,71,7,0,1,0,0,0
260,21/01/2021,8,210,70,60,130,55,14,0,1,0,0,9892,75,1,74,5,0,0,0,0,0
260,21/01/2021,9,210,60,70,110,61,18,8,26,0,0,9896,75,0,73,7,0,0,0,0,0
260,21/01/2021,10,200,80,80,140,68,31,7,52,0,-1,9900,67,7,77,7,0,1,0,0,0
260,21/01/2021,11,210,90,90,160,76,29,7,69,0,-1,9900,75,7,72,7,0,1,0,0,0
260,21/01/2021,12,210,100,110,180,80,30,8,66,0,0,9899,75,7,70,7,0,0,0,0,0
260,21/01/2021,13,210,100,100,170,79,29,2,56,0,0,9897,75,7,70,5,0,0,0,0,0
260,21/01/2021,14,210,90,90,170,81,28,2,42,0,0,9895,80,8,69,5,0,0,0,0,0
260,21/01/2021,15,210,90,90,160,79,28,2,23,0,0,9897,75,7,70,5,0,0,0,0,0
260,21/01/2021,16,200,80,80,160,76,27,2,7,0,0,9893,75,8,71,5,0,0,0,0,0
260,21/01/2021,17,190,70,50,120,75,30,0,0,0,0,9888,75,8,73,5,0,0,0,0,0
260,21/01/2021,18,200,50,50,100,76,34,0,0,0,0,9883,75,8,74,5,0,0,0,0,0
260,21/01/2021,19,200,70,50,140,56,35,0,0,5,5,9874,65,8,86,7,0,1,0,0,0
260,21/01/2021,20,140,20,20,70,50,42,0,0,10,15,9855,59,8,94,7,0,1,0,0,0
260,21/01/2021,21,10,20,20,40,47,42,0,0,10,21,9834,56,8,96,7,0,1,0,0,0
260,21/01/2021,22,350,20,30,40,44,40,0,0,10,22,9824,56,8,97,7,0,1,0,0,0
260,21/01/2021,23,310,30,40,80,35,29,0,0,10,8,9831,50,8,96,7,0,1,0,0,0
260,21/01/2021,24,280,20,30,70,35,29,0,0,10,12,9837,57,8,95,7,0,1,0,0,0
260,22/01/2021,1,260,30,30,60,38,28,0,0,10,7,9846,65,8,93,7,0,1,0,0,0
260,22/01/2021,2,240,40,30,70,40,31,0,0,4,1,9857,65,8,93,7,0,1,0,0,0
260,22/01/2021,3,230,40,50,80,39,29,0,0,2,1,9864,65,8,93,7,0,1,0,0,0
260,22/01/2021,4,220,50,50,80,36,24,0,0,0,-1,9872,65,0,91,7,0,1,0,0,0
260,22/01/2021,5,220,50,50,70,37,26,0,0,0,0,9877,65,1,92,5,0,0,0,0,0
260,22/01/2021,6,220,50,50,80,37,26,0,0,0,0,9884,65,3,92,7,0,0,0,0,0
260,22/01/2021,7,220,50,40,80,34,23,0,0,0,0,9890,63,5,92,5,0,0,0,0,0
260,22/01/2021,8,230,40,40,80,35,21,0,1,0,0,9898,67,8,90,5,0,0,0,0,0
260,22/01/2021,9,220,40,40,70,34,21,0,10,0,0,9906,65,8,91,5,0,0,0,0,0
260,22/01/2021,10,230,40,40,70,44,27,2,37,0,0,9916,70,1,88,5,0,0,0,0,0
260,22/01/2021,11,230,50,50,90,58,31,10,81,0,0,9921,70,5,82,5,0,0,0,0,0
260,22/01/2021,12,230,50,60,100,62,30,10,81,0,0,9926,75,5,80,5,0,0,0,0,0
260,22/01/2021,13,230,50,50,100,61,29,3,59,0,0,9928,75,7,79,5,0,0,0,0,0
260,22/01/2021,14,230,50,50,90,64,24,0,42,0,0,9935,75,7,75,5,0,0,0,0,0
260,22/01/2021,15,220,40,50,90,58,22,3,27,0,0,9942,75,8,77,5,0,0,0,0,0
260,22/01/2021,16,220,40,40,90,52,23,5,10,0,0,9945,70,8,82,5,0,0,0,0,0
260,22/01/2021,17,220,40,30,70,46,24,0,0,0,0,9947,70,8,85,5,0,0,0,0,0
260,22/01/2021,18,210,30,30,60,37,21,0,0,0,0,9952,70,8,89,5,0,0,0,0,0
260,22/01/2021,19,210,30,30,50,35,20,0,0,0,0,9955,69,8,90,5,0,0,0,0,0
260,22/01/2021,20,220,30,30,50,31,17,0,0,0,0,9957,69,8,90,5,0,0,0,0,0
260,22/01/2021,21,190,30,20,50,25,10,0,0,0,0,9960,67,8,90,5,0,0,0,0,0
260,22/01/2021,22,190,20,20,60,23,7,0,0,0,0,9961,68,8,88,5,0,0,0,0,0
260,22/01/2021,23,190,30,20,70,21,5,0,0,0,0,9959,68,8,88,5,0,0,0,0,0
260,22/01/2021,24,160,20,30,40,12,2,0,0,0,0,9956,64,8,92,5,0,0,0,0,0
